id,source,topic,domain_code,domain,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,explanation
0056,Cortex_Analyzing_Issue_Causality,Cortex: Analyzing Issue Causality,,D3 Content Optimization,single,"By default, what time period does the Timeline View time scale display, and what is it anchored to?","7 days, anchored to the current system time.","30 days, anchored to the time the case was created.","24 hours, adjusted to the start time of the investigation.","1 hour, adjusted to the time the detection issue was first triggered.",,,C,"The source states: ""By default, the time scale displays a 24-hour time period adjusted to the start time of the investigation."" The draggable slider allows shifting this window, and other duration buttons (30m, 1H, 7D, 1M, All) are also available, but the default is 24 hours at investigation start."
0057,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,multi,Which two datasets can BIOC XQL rules query? (Choose two.),host_inventory,xdr_data,agent_auditing,cloud_audit_log,,,B|D,"The source states: ""Only two datasets, `xdr_data` and `cloud_audit_log`, are available for BIOC XQL."" This is a notable constraint — Correlation Rules, by contrast, can query all datasets including third-party sources."
0058,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,A security engineer wants to disable a BIOC rule that is also tied to a prevention profile. They want to stop prevention on the endpoint but keep server-side detection active. Which option should they choose in the Disable dialog?,Server  disabling the Server removes prevention while keeping detection.,Agent  disabling the Agent removes prevention while detection remains on the server.,Both Agent and Server must be disabled simultaneously; there is no partial disable.,Global  disabling the Global flag removes the rule from all prevention profiles automatically.,,,B,"The source explains: ""Disabling the 'Agent' will partially disable the rule by removing prevention (protection), while detection capabilities remain on the server."" Disabling ""Server"" does the opposite — it stops server detections but leaves prevention in place. There is no ""Global"" disable option in the source."
0059,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,A new BIOC rule is created with Informational severity. Where will the generated issues appear?,They will appear in the Issues table and also create a case.,"They will appear in the Issues table only, without creating a case.","They will be visible only in Insights, not in the Issues table.",They will not appear anywhere  Informational severity rules generate no output.,,,C,"The source states: ""only Medium and High severity issues will generate cases. Low severity issues will appear in the Issues table, while Informational severity issues are only visible in Insights."" Informational does produce output but only in Insights."
0060,Cortex_Basic_Rules,Cortex: Basic Rules,,D4 Maintenance & Troubleshooting,single,"When creating a suppression rule for IOC/BIOC rules, all specified process attribute-value pairs in the Rule Conditions must match simultaneously. What logical operation does this represent?",Boolean OR  any one condition matching is sufficient to suppress.,Boolean NOT  conditions specify what must be absent to trigger suppression.,Boolean AND  all specified values must match for the exception to apply.,Boolean XOR  exactly one condition must match for suppression to activate.,,,C,"The source explicitly states: ""All the attribute-value pairs must match for the exception to apply; so, all the specified values are Boolean 'and.'"" This is a precise factual detail about how suppression conditions are evaluated."
0061,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,"Which attribute of a BIOC rule, when populated, indicates that the rule was created by the Palo Alto Networks Research team rather than a user or imported file?",Name,Global Rule ID,MITRE ATT&CK Tactic,Behavior,,,B,"The source defines Global Rule ID as ""a globally unique identification number for the rule. If a rule is not of type Global BIOC rule, this attribute is empty."" When the Source field shows ""Palo Alto Networks,"" the Global Rule ID will be populated. Name and Behavior are present on all BIOC rules."
0062,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,Cortex automatically disables a correlation rule when it reaches a specific hit threshold over a 24-hour period. What is that threshold?,"1,000 hits","2,500 hits","5,000 hits","10,000 hits",,,C,"The source states: ""Cortex automatically disables correlation rules that reach 5,000 or more hits over a 24-hour period."" This auto-disable behavior is designed to prevent issue overload. The other values are plausible round numbers but are not mentioned in the source."
0063,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,What distinguishes a Correlation Rule from a BIOC rule in terms of data source scope?,BIOC rules can query all datasets including third-party sources; Correlation Rules are limited to xdr_data only.,Correlation Rules can analyze data from multiple sources including third-party datasets; BIOC rules are limited to xdr_data and cloud_audit_log.,Both rule types are limited to xdr_data; the difference is only the schedule frequency.,Correlation Rules are limited to cloud datasets; BIOC rules can query all on-premises datasets.,,,B,"The source states BIOC rules are checked against `xdr_data` and `cloud_audit_log` only, whereas ""Correlation Rules are checked against all datasets, including third-party log sources."" This is a key architectural distinction between the two rule types."
0064,Cortex_Basic_Rules,Cortex: Basic Rules,,D3 Content Optimization,single,A Cortex IOC rule does not have a Name attribute. Which field ensures the uniqueness of each entry in the IOC Rules table?,Rule ID,Expiration Date,Reputation,Indicator,,,D,"The source notes: ""a Cortex IOC rule does not have a name attribute. The indicator value in the Indicator field ensures the uniqueness of the IOC table…you cannot add two IOC rules with the same indicator value, such as the same IP address."" Reputation and Expiration Date are attributes but do not enforce uniqueness."
0065,Cortex_Bring_Your_Own_Keys_(BYOK),Cortex: Bring Your Own Keys (BYOK),,D1 Planning & Installation,single,Which cloud platform hosts the dedicated Key Management System (KMS) used by Cortex BYOK?,Microsoft Azure,Amazon Web Services (AWS),Google Cloud Platform (GCP),Oracle Cloud Infrastructure (OCI),,,C,"The source states: ""All data in Google Cloud Platform (GCP) is automatically encrypted using Google's key management system"" and that BYOK ""utilizes a dedicated KMS in the organization's GCP tenant."" Cortex BYOK is specifically a GCP-based solution, not AWS or Azure."
